producto_id,nombre_producto,descripcion,sku,precio,cantidad_disponible,activo,catalogo_id,nombre_catalogo,marca_id,nombre_marca,linea_id,nombre_linea,categorias,proveedor_nombre,proveedor_direccion,proveedor_telefono,proveedor_email
146,Glass Tea Pot,Elegant glass teapot for brewing loose tea.,175fa2e5-349e-4cec-89fe-ef30a465d227,34.99,914,false,81,Grocery81,94,Nifedipine,70,Coffee Equipment,Kitchen,Jazzy,35 Merry Court,228-535-5159,blongsonr3@hao123.com
213,Beet Salad,"Ready-to-eat beet salad with dressing, great side dish.",5232ddf6-5cba-45b0-a2f4-987bbb7ee300,3.99,198,false,81,Grocery81,20,Temazepam,94,Salads,Food - Prepared Foods,Jazzy,35 Merry Court,228-535-5159,blongsonr3@hao123.com
294,Casual Sneakers,Versatile canvas sneakers suitable for everyday wear with a comfortable fit.,93342bb8-5040-49c6-8562-5988def86499,39.99,400,true,81,Grocery81,50,Levofloxacin,27,Athletic Footwear,Clothing - Footwear,Jazzy,35 Merry Court,228-535-5159,blongsonr3@hao123.com
468,Spicy Kimchi,"Traditional Korean fermented vegetables, packed with flavor.",b4f7eea1-5224-4a24-86f0-f11177ace71d,4.79,900,true,81,Grocery81,84,Multitrace-5,1,Fermented Condiments,Food - Condiments,Jazzy,35 Merry Court,228-535-5159,blongsonr3@hao123.com
525,Nutty Trail Mix,"A blend of nuts, seeds, and dried fruits for snacking.",bfdc50eb-aae5-40ab-baf4-ce26da8dd325,4.29,707,true,81,Grocery81,68,NP Thyroid 30,61,Healthy Snacks,Food - Snacks,Jazzy,35 Merry Court,228-535-5159,blongsonr3@hao123.com
579,BBQ Jackfruit,"Tender jackfruit cooked in BBQ sauce, a delicious plant-based alternative.",fc30fc51-90e6-459f-b09a-2ecac912034f,4.29,369,false,81,Grocery81,30,Metformin hydrochloride,87,Plant-Based Meals,Food - Prepared Foods,Jazzy,35 Merry Court,228-535-5159,blongsonr3@hao123.com
654,Frozen Broccoli,"Nutrient-rich broccoli, easy to add to any meal.",435e68b5-9c7b-48d6-8864-f2764ec3beee,2.49,428,true,81,Grocery81,99,Personal Care Antibacterial Hand - Fresh Peach,84,Frozen Vegetables,Food - Frozen,Jazzy,35 Merry Court,228-535-5159,blongsonr3@hao123.com
769,Breathable Face Mask Set,Comfortable and reusable face masks in different styles.,ca982f65-bcaf-47c7-a9d1-d1a1a6c641c6,14.99,552,false,81,Grocery81,65,donepezil hydrochloride,1,Safety & Protection,Health,Jazzy,35 Merry Court,228-535-5159,blongsonr3@hao123.com
821,Floral Wrap Top,A feminine wrap top with a beautiful floral print.,70307be2-1ac1-4293-8cda-db58884248ac,49.99,913,false,81,Grocery81,51,LBEL EFFET PARFAIT Polvos Compactos de Larga Duracion para rostro FPS 15 /Long Lasting Compact SPF 15,89,Women's Tops,Clothing - Tops,Jazzy,35 Merry Court,228-535-5159,blongsonr3@hao123.com
933,Classic Minestrone Soup,Hearty minestrone soup loaded with vegetables and pasta.,e1e24a95-765b-49ca-ad06-3ad7c9462638,2.99,234,false,81,Grocery81,2,PNV Prenatal Vitamin,27,Canned Soups,Food - Soups,Jazzy,35 Merry Court,228-535-5159,blongsonr3@hao123.com
966,Pet Activity Tracker,GPS collar that monitors your pet's location and activity level.,2923753d-dc08-4253-a095-3b872fb5cf2c,59.99,546,false,5,Health5,40,temazepam,9,Pet Health and Care,Pets,Photolist,79 Russell Place,734-906-2868,tpatronoqt@mediafire.com
250,Salsa Verde,"Tangy green salsa made with tomatillos, perfect for tacos.",b454da25-8c10-4af2-9385-8ad2997c878c,3.49,228,true,6,Health6,41,Losartan Potassium and Hydrochlorothiazide,19,Sauces,Food - Condiments,Pixope,79 Russell Place,734-906-2868,tpatronoqt@mediafire.com
258,Bird Feeder,Hanging bird feeder for backyard birds.,c93cdb17-fdb1-491f-8e70-40e83d99ffc7,24.99,775,true,6,Health6,44,Sumatriptan Succinate,20,Garden Supplies,Outdoor,Pixope,79 Russell Place,734-906-2868,tpatronoqt@mediafire.com
281,Teriyaki Chicken Bowl,Ready-to-eat chicken bowl with teriyaki sauce and rice.,8a5d852a-d4d7-4c71-a654-7cd6992f3f1e,6.49,753,true,6,Health6,11,Rich Girl,52,Cuisine - Asian,Food - Prepared Meals,Pixope,79 Russell Place,734-906-2868,tpatronoqt@mediafire.com
308,Cinnamon Roll Dough,Ready-to-bake cinnamon roll dough for easy breakfasts.,5fe1568a-08ef-41fb-aee1-cfa38a83bc9c,4.49,680,false,6,Health6,47,Benazepril Hydrochloride,11,Frozen Baked Goods,Food - Bakery,Pixope,79 Russell Place,734-906-2868,tpatronoqt@mediafire.com
446,Kids' Educational Tablet,Learning tablet with kid-friendly educational apps.,633dc3d2-5ad9-4f57-af87-defc6c6a7e60,129.99,763,false,6,Health6,54,ChapIce Moisture SPF 15 Lip Balm,27,Tablets for Kids,Electronics,Pixope,79 Russell Place,734-906-2868,tpatronoqt@mediafire.com
516,Whisk Set,Set of whisks in various sizes for cooking.,75b89510-b671-462b-ac5d-964b562bbd52,12.99,91,true,6,Health6,41,ORCHID,96,Baking Accessories,Kitchen,Pixope,79 Russell Place,734-906-2868,tpatronoqt@mediafire.com
549,Portable Hammock with Stand,Lightweight hammock with a sturdy stand for relaxation anywhere.,15391227-008f-4f1a-86ed-a3e83b597954,69.99,513,false,6,Health6,67,Metformin Hydrochloride,96,Camping Equipment,Outdoor,Pixope,79 Russell Place,734-906-2868,tpatronoqt@mediafire.com
631,Vanilla Ice Cream,"Creamy and rich vanilla ice cream, a classic dessert.",cfc7bcf9-0ae7-4690-a1c4-c4a03fa90f78,4.99,478,true,6,Health6,74,SEROQUEL,97,Frozen Desserts,Food - Frozen Foods,Pixope,79 Russell Place,734-906-2868,tpatronoqt@mediafire.com
658,Watercolor Brush Pens,Set of brush pens for colorful and creative painting.,13a1b212-48ed-4379-bbaa-294fe123a014,19.99,969,false,6,Health6,80,TobraDex,45,Markers & Pens,Art Supplies,Pixope,79 Russell Place,734-906-2868,tpatronoqt@mediafire.com
726,Honey Garlic Chicken,Tender chicken coated in a sweet and savory honey garlic sauce.,7ab3a87a-1894-4485-928a-560096c8b246,8.49,683,false,6,Health6,85,CARE ONE,20,Prepared Poultry,Food - Meat,Pixope,79 Russell Place,734-906-2868,tpatronoqt@mediafire.com
860,Durable Hiking Boots,Comfortable and rugged boots designed for hiking.,62a42dbe-6726-4d49-81f8-3fce27061576,89.99,564,false,6,Health6,84,Lidocaine Hydrochloride,14,Outdoor Footwear,Footwear,Pixope,79 Russell Place,734-906-2868,tpatronoqt@mediafire.com
892,Oats,"Organic rolled oats, great for breakfast or baking.",886e3fde-0624-47a0-bae0-38090ad1527f,3.29,295,false,6,Health6,10,Famciclovir,91,Whole Grains,Food - Grains,Pixope,79 Russell Place,734-906-2868,tpatronoqt@mediafire.com
945,Feta Cheese Crumbles,"Crumbled feta cheese, perfect for salads and Mediterranean dishes.",be5373b9-a129-4ef8-bc6c-230f86db366a,2.49,852,true,6,Health6,1,Pinchot Juniper,3,Cheese,Food - Dairy,Pixope,46 Sherman Road,686-727-7851,gtaaffeq8@alexa.com
13,Classic Chicken Noodle Soup,A comforting soup filled with chicken and noodles in broth.,516760b0-8b7d-46ae-be48-f1b93b31f00c,3.49,535,false,7,Health7,83,REYATAZ,19,Soups & Broths,Food - Canned Goods,Skinte,46 Sherman Road,686-727-7851,gtaaffeq8@alexa.com
26,Chocolate Chip Cliff Bars,Nutritious energy bars packed with chocolate chips.,5f95db2b-6d99-4558-94bc-e999e4683696,2.49,521,false,7,Health7,96,CPDA-1,38,Healthy Snacks,Food - Snacks,Skinte,46 Sherman Road,686-727-7851,gtaaffeq8@alexa.com
70,Premium Flashlight,High-intensity flashlight with adjustable focus and brightness.,f4abba1c-95bf-4b8a-ba39-27f8fa20da06,19.99,163,true,7,Health7,89,Clindamycin,57,Camping Equipment,Outdoor,Skinte,46 Sherman Road,686-727-7851,gtaaffeq8@alexa.com
101,Sun-Dried Tomato Pesto,A rich pesto made with sun-dried tomatoes and pine nuts.,f1a952c8-9d5d-4322-94cb-272d7259afa5,4.49,117,true,7,Health7,79,Bisacodyl,77,Pesto,Food - Condiments,Skinte,46 Sherman Road,686-727-7851,gtaaffeq8@alexa.com
110,Maple Almond Butter,Creamy almond butter sweetened with maple syrup for a delicious spread.,9df8c73a-9244-43dd-9aa1-fbd3aa90af8a,5.49,576,true,7,Health7,78,Perfect Choice,15,Nut Butters,Food - Nut Butters,Skinte,46 Sherman Road,686-727-7851,gtaaffeq8@alexa.com
287,Ice Cube Tray with Lid,Silicone tray for making ice cubes with a lid to prevent spills.,58e29499-f3a1-48a5-a521-940eb91a9c0f,10.99,397,false,7,Health7,60,Phentermine Hydrochloride,97,Ice Cube Trays,Kitchen,Skinte,46 Sherman Road,686-727-7851,gtaaffeq8@alexa.com
292,Frozen Spinach,"Chopped and frozen spinach, ideal for cooking and smoothies.",4d9fd59d-e340-457b-8b67-7a669e1b228f,1.99,698,false,7,Health7,76,Magnesium Sulfate,78,Frozen Vegetables,Food - Frozen Foods,Skinte,46 Sherman Road,686-727-7851,gtaaffeq8@alexa.com
372,Spinach and Feta Wraps,Whole wheat wraps filled with spinach and feta cheese.,9d3bc53d-41da-4268-8eef-b694cb0136e6,4.99,12,true,7,Health7,35,Tetracycline Hydrochloride,70,Wraps and Flatbreads,Food - Prepared Foods,Skinte,46 Sherman Road,686-727-7851,gtaaffeq8@alexa.com
378,Kale Caesar Salad Kit,Fresh kale with Caesar dressing and croutons.,35f5c829-7a47-4b98-b73a-aa4512978f83,5.99,176,true,7,Health7,70,LBEL HYDRA CALME SPF 15 Intensive Moisturizing Facial,6,Meal Kits,Food - Salads,Skinte,46 Sherman Road,686-727-7851,gtaaffeq8@alexa.com
408,Low-Fat Yogurt,"Creamy yogurt with probiotics, available in various flavors.",74b0867a-25c0-4e4c-8a9d-1c331508abf0,3.29,433,true,7,Health7,90,Obao Men Audaz,57,Yogurt,Food - Dairy,Skinte,46 Sherman Road,686-727-7851,gtaaffeq8@alexa.com
431,Pepper Jack Cheese Sticks,"A spicy, flavorful cheese stick great for snacks or lunchboxes.",9c3dda44-6846-43f0-996f-242e4c09dda2,2.49,20,true,7,Health7,98,Benazepril Hydrochloride,60,Savory Snacks,Food - Snacks,Skinte,46 Sherman Road,686-727-7851,gtaaffeq8@alexa.com
504,Crispy Rice Treats,Classic marshmallow treats made with crispy rice.,6e0c14ea-a173-4b3b-ba43-c61f5b388afc,3.5,696,true,7,Health7,4,OXYGEN,59,Sweet Snacks,Food - Snacks,Skinte,46 Sherman Road,686-727-7851,gtaaffeq8@alexa.com
682,Peanut Butter Pretzel Nuggets,Crunchy pretzel nuggets filled with creamy peanut butter.,a02f9faf-8f48-4916-b87e-20a0d3fb0034,3.29,671,true,7,Health7,97,HISTEX PD Drops,29,Candy,Food - Snacks,Skinte,46 Sherman Road,686-727-7851,gtaaffeq8@alexa.com
797,Pet Water Fountain with Filtration,"Continuous stream of fresh water for pets, promoting hydration.",e3fe9fe0-7226-4c8d-bd94-4f9b7b9bccce,39.99,102,true,7,Health7,63,Calendula 10,60,Pet Supplies,Pets,Skinte,46 Sherman Road,686-727-7851,gtaaffeq8@alexa.com
804,Pet Travel Bowl,Collapsible travel bowl for pets on the go.,8724b83a-5aea-4096-a358-9d22e5b1633b,10.99,16,true,7,Health7,8,PediaCare Childrens Plus Cough and Runny Nose,16,Pet Accessories,Pets,Skinte,46 Sherman Road,686-727-7851,gtaaffeq8@alexa.com
839,Two-Tone Windbreaker,"Stylish two-tone windbreaker, perfect for active days.",ef331504-ddc2-4fe5-adad-2079ea492316,59.99,298,true,27,Health27,78,Sodium Chloride,68,Jackets,Clothing - Outerwear,Yoveo,040 Lotheville Plaza,272-133-4712,mcambellna@usnews.com
116,Baked Mac and Cheese,Creamy macaroni and cheese baked to perfection.,eb798d7a-b172-42ec-8540-e0f7f3ed7418,5.99,58,false,28,Health28,68,Lyrica,19,Frozen Meals,Food - Frozen Foods,Feedfire,040 Lotheville Plaza,272-133-4712,mcambellna@usnews.com
175,Flavored Popcorn Mix,Popcorn tossed with sweet or savory flavors for a tasty snack.,3743596c-4f3e-489f-90e8-39ed4a406ee9,2.99,897,false,28,Health28,42,LBEL NATURAL FINISH MOISTURIZING FOUNDATION SPF 25,63,Gourmet Snacks,Food - Snacks,Feedfire,040 Lotheville Plaza,272-133-4712,mcambellna@usnews.com
217,Honey Wheat Pretzels,Crunchy pretzel sticks made with honey and whole wheat.,ac730704-dab3-444c-a2d9-60f9efef69da,3.49,485,true,28,Health28,62,Bethanechol Chloride,6,Savory Snacks,Food - Snacks,Feedfire,040 Lotheville Plaza,272-133-4712,mcambellna@usnews.com
425,Adjustable Dumbbells,Space-saving adjustable dumbbells for strength training.,0e3c732f-8f66-49e8-a54e-95d84b84ab78,249.99,621,true,28,Health28,76,Propranolol Hydrochloride,56,Strength Training Equipment,Fitness,Feedfire,040 Lotheville Plaza,272-133-4712,mcambellna@usnews.com
448,Robot Vacuum Cleaner,Smart robotic vacuum for automatic cleaning.,54c9e9d6-27db-429a-9345-61111ba6e3ec,299.99,122,true,28,Health28,16,Plan B One-Step,29,Floor Care Appliances,Home Appliances,Feedfire,040 Lotheville Plaza,272-133-4712,mcambellna@usnews.com
861,High-Quality Yoga Mat,Non-slip mat designed for yoga and fitness exercises.,0dc3df0c-29f9-4d3e-8004-58438e83c21b,34.99,494,true,28,Health28,82,Allergen,5,Yoga Equipment,Fitness,Feedfire,040 Lotheville Plaza,272-133-4712,mcambellna@usnews.com
854,Silicone Cooking Utensils Set,Non-stick and heat-resistant utensils for cooking.,16e4628e-1d18-4cf3-bb13-915ed2c429c2,34.99,112,false,37,Health37,47,Divalproex Sodium,14,Cooking Tools & Utensils,Kitchen,Oyope,9 Little Fleur Point,152-640-4173,ltiltenp@cmu.edu
148,Digital Bullet Journal,Stylish digital journaling app for notes and organizing tasks.,fecc267a-049d-4964-acaf-4a79781e049c,24.99,330,true,38,Health38,87,AVAR LS,30,Productivity,Apps,Roombo,9 Little Fleur Point,152-640-4173,ltiltenp@cmu.edu
316,Trendy Bomber Jacket,A fashion-forward bomber jacket to elevate your casual looks.,fb856fcd-c8cf-4ddb-8513-13f825c2ca5d,69.99,989,false,38,Health38,55,Clamue Healthy Fresh BB Cream Medium Deep,26,Jackets,Clothing - Outerwear,Roombo,9 Little Fleur Point,152-640-4173,ltiltenp@cmu.edu
426,Balsamic Vinegar,"Rich and tangy balsamic vinegar, perfect for dressings.",91d5c373-8d61-4e80-83fd-d5ac67a676ea,4.99,185,false,38,Health38,79,Hemorrhoidal,47,Vinegars,Food - Condiments,Roombo,9 Little Fleur Point,152-640-4173,ltiltenp@cmu.edu
443,Suction Cup Hooks,Reusable suction cup hooks for hanging items.,348f831f-3545-4418-b361-3b5a10f250e4,9.99,583,true,38,Health38,83,"5-OAK MIX, BLACKJACK/BUR/POST/RED/WHITE POLLEN",34,Home Organization,Home,Roombo,9 Little Fleur Point,152-640-4173,ltiltenp@cmu.edu
481,Water Bottle with Built-in Fruit Infuser,Stay hydrated with refreshing flavored water.,4dc73811-1d5f-4d5f-9fb2-a9b09f3668c8,18.99,670,true,38,Health38,10,Flublok,31,Fitness Accessories,Fitness,Roombo,9 Little Fleur Point,152-640-4173,ltiltenp@cmu.edu
743,BBQ Jackfruit,"Tender jackfruit cooked in BBQ sauce, a delicious plant-based alternative.",9e58ea80-a815-47f6-9073-52cabceebfb1,4.29,431,true,38,Health38,78,Klor-Con,70,Plant-Based Meals,Food - Prepared Foods,Roombo,9 Little Fleur Point,152-640-4173,ltiltenp@cmu.edu
758,Kettle Corn Popcorn,"Sweet and salty kettle corn, perfect for snacking.",596a51a7-ff2b-42ee-b139-10308bb3b233,2.99,127,true,38,Health38,33,Penicillin V Potassium,36,Savory Snacks,Food - Snacks,Roombo,9 Little Fleur Point,152-640-4173,ltiltenp@cmu.edu
828,Memory Foam Mattress Topper,3-inch memory foam mattress topper for added comfort.,4c8f8fc1-05c5-4ced-b29c-5d9692cc113d,109.99,618,false,38,Health38,6,Theradent,97,Bedding & Linens,Home,Roombo,9 Little Fleur Point,152-640-4173,ltiltenp@cmu.edu
949,Casual Long Cardigan,A cozy long cardigan designed for layering in any season.,b4980bf9-c6d2-406d-a2a9-9752dfcec328,45.99,72,true,38,Health38,43,Salicylic Acid,48,Knitwear,Clothing - Outerwear,Roombo,9 Little Fleur Point,152-640-4173,ltiltenp@cmu.edu
967,Savory Oatmeal Cups,"Savory oatmeal ready to eat, great for breakfast or a snack.",fa274e96-6215-4cca-93f1-0ca42a260689,1.99,416,false,38,Health38,52,Giorgio Armani Face Fabric Second Skin Nude Makeup Broad Spectrum SPF 12 Sunscreen,19,Savory Breakfast Options,Food - Breakfast,Roombo,9 Little Fleur Point,152-640-4173,ltiltenp@cmu.edu
988,Sea Salt Caramel Brownie,Moist brownie topped with sea salt and caramel drizzle.,6c5430c9-da85-4b0d-a979-1f3e68110839,2.49,409,false,43,Health43,90,ZANAFLEX,32,Desserts,Food - Bakery,Fivespan,556 Meadow Vale Court,275-132-8973,adefrainrf@newsvine.com
48,Organic Black Bean Burger,Delicious plant-based burger made with organic black beans and spices.,85c214fa-4dd8-4286-a5b5-0e98ba6325e5,4.49,128,false,44,Health44,26,Myorisan,58,Frozen Vegan Meals,Food - Frozen Foods,Yoveo,556 Meadow Vale Court,275-132-8973,adefrainrf@newsvine.com
64,Creamy Tomato Basil Soup,"Rich and creamy tomato basil soup, perfect with a grilled cheese.",372b7ac4-c87c-4c89-95e6-aadc1d29a7c8,3.29,666,true,44,Health44,30,Medium Cuts and Scratches,86,Soups & Broths,Food - Canned Goods,Yoveo,556 Meadow Vale Court,275-132-8973,adefrainrf@newsvine.com
139,Tahini,Creamy tahini made from ground sesame seeds.,d733a220-3f72-4ea2-b554-ddb696a92623,5.49,777,true,44,Health44,87,Nasal Decongestant,35,Nut Butters,Food - Condiments,Yoveo,556 Meadow Vale Court,275-132-8973,adefrainrf@newsvine.com
215,Fleece Throw Blanket,"Super soft fleece blanket, perfect for coziness.",43697d97-3c73-4bff-a9f4-df1e9c7bcde2,29.99,527,true,44,Health44,6,Brimonidine Tartrate,47,Bedding & Linens,Home,Yoveo,556 Meadow Vale Court,275-132-8973,adefrainrf@newsvine.com
339,Magnetic Chess Set,Portable chess set with magnetic pieces for travel.,190dfeba-0ba7-443a-9ead-ac33723f486e,19.99,424,false,44,Health44,48,Gerbil Epithelium,85,Board Games,Toys,Yoveo,556 Meadow Vale Court,275-132-8973,adefrainrf@newsvine.com
547,Folding Backpack Chair,Versatile chair that easily folds up for carrying.,19134e94-b46b-418f-b4b6-5d7c5d4d39c8,49.99,808,false,44,Health44,81,Irritated Cracked Skin,9,Camping Equipment,Outdoor,Yoveo,556 Meadow Vale Court,275-132-8973,adefrainrf@newsvine.com
768,Vegan Caesar Dressing,"Creamy vegan dressing made with cashews, perfect for salads.",6d48093b-ff6a-4365-8e80-5a341a750140,3.99,10,true,44,Health44,6,Lombardy Poplar,73,Dressing,Food - Condiments,Yoveo,556 Meadow Vale Court,275-132-8973,adefrainrf@newsvine.com
829,Garlic Herb Seasoning,A blend of herbs and garlic for seasoning meats and vegetables.,3615f57a-9c92-4b4c-a399-c751e5afa732,1.99,142,true,44,Health44,8,Hydroxyzine Hydrochloride,79,Herb Blends,Food - Spices,Yoveo,556 Meadow Vale Court,275-132-8973,adefrainrf@newsvine.com
858,Travel Orthopedic Pillow,Supportive pillow that provides comfort while traveling.,071677ea-0ba4-480f-a4ea-e4a296701aa9,24.99,576,true,44,Health44,59,Milrinone Lactate,72,Travel Accessories,Travel,Yoveo,556 Meadow Vale Court,275-132-8973,adefrainrf@newsvine.com
915,Wi-Fi Enabled Smart Light Switch,Control your lights remotely with a smartphone app.,f6a7b9b5-b7ed-4400-a4d1-766fb0f6318b,24.99,551,true,44,Health44,45,Rite Aid Instant Hand Sanitizer With Moisturizers,71,Smart Lighting,Smart Home,Yoveo,556 Meadow Vale Court,275-132-8973,adefrainrf@newsvine.com
991,Slim Wallet,RFID-blocking slim wallet for cards and cash.,fe3ea6fe-ebca-4368-b66e-3535a8993c61,24.99,904,false,44,Health44,82,Ketamine Hydrochloride,69,Wallets,Accessories,Yoveo,556 Meadow Vale Court,275-132-8973,adefrainrf@newsvine.com
948,Garlic Breadsticks,"Ready-to-bake garlic breadsticks, perfect with pasta dishes.",cd2e2e47-ae22-4fee-ac32-1022f0b7bc86,3.49,471,false,55,Health55,27,Banana Boat Sport Performance Active Dry Protect SPF UVB 50,78,Bread & Rolls,Food - Sides,Dynabox,1 Killdeer Street,517-994-4562,smaywoodqb@wikimedia.org
200,Travel Shoe Bags Set,Set of breathable bags for organizing shoes while traveling.,4e7d86c2-3a8b-41ae-a969-eed15a5c52f4,15.99,32,true,56,Health56,5,ISOVUE-M 200,47,Travel Accessories,Travel,Cogilith,1 Killdeer Street,517-994-4562,smaywoodqb@wikimedia.org
325,Coffee Maker,Single-serve coffee maker with a built-in grinder.,f65825b2-4064-4416-af7a-9417b82ea6bd,89.99,340,true,56,Health56,69,"Sprains, Strains and Fractures",94,Beverage Appliances,Kitchen,Cogilith,1 Killdeer Street,517-994-4562,smaywoodqb@wikimedia.org
414,Cacao Nibs,"Crunchy cacao nibs, great for adding to smoothies or baking.",3b3d3e23-72e1-46b5-8853-69695fe446c0,6.49,840,false,56,Health56,95,Gastrografin,47,Baking Ingredients,Food - Baking,Cogilith,1 Killdeer Street,517-994-4562,smaywoodqb@wikimedia.org
538,Couscous Mix,"Fluffy couscous that cooks in just minutes, perfect as a side.",3e3fcf36-4e0b-4983-92d3-c9c12bbe1381,2.49,345,true,56,Health56,32,"Pollens - Grasses, Johnson Grass Sorghum halepense",22,Pasta & Couscous,Food - Grains,Cogilith,1 Killdeer Street,517-994-4562,smaywoodqb@wikimedia.org
543,Kettle BBQ Grill,Charcoal kettle grill perfect for backyard barbecues.,f35106eb-4d12-4b94-86fd-696a2df660ef,99.99,345,true,56,Health56,73,Solar Protection Formula TiZO SheerFoam,21,Grills and Smokers,Outdoor,Cogilith,1 Killdeer Street,517-994-4562,smaywoodqb@wikimedia.org
632,Vegetable Potstickers,"Delicious vegetable dumplings, perfect for steaming or frying.",d75e3a79-3aa5-45c0-bab9-3e78549e1583,5.99,170,true,56,Health56,36,ARTEMISIA VULGARIS POLLEN,66,Frozen Meals,Food - Frozen Food,Cogilith,1 Killdeer Street,517-994-4562,smaywoodqb@wikimedia.org
856,Wooden Kitchen Utensil Set,Eco-friendly utensil set made from natural wood.,a30074f7-e991-4460-9196-8315e1024516,19.99,474,false,56,Health56,56,Amlodipine Besylate,25,Kitchen Gadgets,Kitchen,Cogilith,1 Killdeer Street,517-994-4562,smaywoodqb@wikimedia.org
939,Outdoor String Lights,Fairy lights perfect for decorating patios and backyards.,10056cc0-76e1-4152-a710-cebc8f33861f,24.99,834,true,56,Health56,67,3M Avagard Instant Hand Antiseptic with Moisturizers,18,Outdoor Accessories,Outdoor,Cogilith,1 Killdeer Street,517-994-4562,smaywoodqb@wikimedia.org
950,Spinach and Cheese Stuffed Shells,Delicious pasta shells filled with spinach and cheese,c1e9f312-b18d-4303-9c12-7b4d00bb33e9,5.99,999,true,59,Health59,63,BF-PARADAC,5,Frozen Pasta Dishes,Food - Frozen Meals,Gevee,54 Thierer Point,659-877-8026,psyversenqd@sakura.ne.jp
